OCCSCHEME,OCCTYPE,OCCDESC,PSOLD_RG,PSOLD_Description,Effective,Expiration
NAICS,624,Social Assistance,11,Government Services,1/1/2019,12/31/2099
NAICS,711,"Performing Arts, Spectator Sports, and Related Industries",8,Entertainment and Recreation,1/1/2019,12/31/2099
NAICS,712,"Museums, Historical Sites, and Similar Institutions",8,Entertainment and Recreation,1/1/2019,12/31/2099
NAICS,713,"Amusement, Gambling, and Recreation Industries",8,Entertainment and Recreation,1/1/2019,12/31/2099
NAICS,721,Accommodation,7,Hotels and Motels - Other,1/1/2019,12/31/2099
NAICS,722,Food Services and Drinking Places,9,Restaurants and Bars,1/1/2019,12/31/2099
NAICS,811,Repair and Maintenance,21,Personal and Repair Services,1/1/2019,12/31/2099
NAICS,812,Personal and Laundry Services,21,Personal and Repair Services,1/1/2019,12/31/2099
NAICS,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",12,Churches,1/1/2019,12/31/2099
NAICS,814,Private Households,3,Dwelling,1/1/2019,12/31/2099
NAICS,921,"Executive, Legislative, and Other General Government Support",11,Government Services,1/1/2019,12/31/2099
NAICS,922,"Justice, Public Order, and Safety Activities",11,Government Services,1/1/2019,12/31/2099
NAICS,923,Administration of Human Resource Programs,11,Government Services,1/1/2019,12/31/2099
NAICS,924,Administration of Environmental Quality Programs,11,Government Services,1/1/2019,12/31/2099
NAICS,925,"Administration of Housing Programs, Urban Planning, and Community Development",11,Government Services,1/1/2019,12/31/2099
NAICS,926,Administration of Economic Programs,11,Government Services,1/1/2019,12/31/2099
NAICS,927,Space Research and Technology,11,Government Services,1/1/2019,12/31/2099
NAICS,928,National Security and International Affairs,11,Government Services,1/1/2019,12/31/2099
NAICS,1111,Oilseed and Grain Farming,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1112,Vegetable and Melon Farming,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1113,Fruit and Tree Nut Farming,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1114,"Greenhouse, Nursery, and Floriculture Production",25,Agricultural - Greenhouses,1/1/2019,12/31/2099
NAICS,1119,Other Crop Farming,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1121,Cattle Ranching and Farming,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1122,Hog and Pig Farming,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1123,Poultry and Egg Production,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1124,Sheep and Goat Farming,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1125,Animal Aquaculture,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1129,Other Animal Production,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1131,Timber Tract Operations,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1132,Forest Nurseries and Gathering of Forest Products,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1133,Logging,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,1141,Fishing,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1142,Hunting and Trapping,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1151,Support Activities for Crop Production,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1152,Support Activities for Animal Production,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,1153,Support Activities for Forestry,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,2111,Oil and Gas Extraction,35,Severe Manu/Petroleum,1/1/2019,12/31/2099
NAICS,2121,Coal Mining,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,2122,Metal Ore Mining,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,2123,Nonmetallic Mineral Mining and Quarrying,29,General Indu/Metal Manufacturing,1/1/2019,12/31/2099
NAICS,2131,Support Activities for Mining,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,2211,"Electric Power Generation, Transmission and Distribution",10,Emergency Services,1/1/2019,12/31/2099
NAICS,2212,Natural Gas Distribution,35,Severe Manu/Petroleum,1/1/2019,12/31/2099
NAICS,2213,"Water, Sewage and Other Systems",10,Emergency Services,1/1/2019,12/31/2099
NAICS,2331,Land Subdivision and Land Development,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2332,Residential Building Construction,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2333,Nonresidential Building Construction,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2341,"Highway, Street, Bridge, and Tunnel Construction",22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2349,Other Heavy Construction,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2351,"Plumbing, Heating, and Air-Conditioning Contractors",22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2352,Painting and Wall Covering Contractors,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2353,Electrical Contractors,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2354,"Masonry, Drywall, Insulation, and Tile Contractors",22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2355,Carpentry and Floor Contractors,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2356,"Roofing, Siding, and Sheet Metal Contractors",22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2357,Concrete Contractors,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2358,Water Well Drilling Contractors,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2359,Other Special Trade Contractors,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2361,Residential Building Construction,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,2362,Nonresidential Building Construction,22,Buildings Under Construction,1/1/2019,12/31/2099
IBC,7938,Recreational Clubs--N.O.C.,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7939,Bingo Halls,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7941,Clubs--Private--Not Recreational,12,Churches,1/1/2019,12/31/2099
IBC,7942,Veteran Halls,12,Churches,1/1/2019,12/31/2099
IBC,7960,Race Track Operations--Not Motor Vehicles,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7970,Ticket Agencies,21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7980,"Commercial Zoos (Safari Parks, etc.)",8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7981,"Amusement Parks, Playgrounds--Not Amusement Device",8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7982,Amusement Devices--Not coin operated,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7983,"Arenas--Hockey, Ice, Roller Skating--N.O.C,",8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7984,Municipal halls,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7985,Dance Halls,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7986,Fireworks Display,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7987,Riding Academy--With or Without Riding Rings,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7988,Outdoor Rinks,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7989,"Circus, Carnival, Travelling amusement Cos.",8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7991,Municipal Golf courses,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7992,Golf Driving Ranges,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7993,Bathing Beaches,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7994,Swimming Pools,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7995,"Saunas, Baths",8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7996,Ski Resorts,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7997,"Ski, Sightseeing--Chair Lifts, Gondolas",8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7998,"Ski, Sightseeing--All other tows and lifts",8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7999,Recreation N.O.C.,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,8010,"Gynecologists, Obstetricians",5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8011,"Physicians, Surgeons--Not Specialist in Surgery",5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8012,Surgeon Specialists,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8013,Psychiatrists,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8014,"Oculists, Ophthalmologists, Diathermy or Quartz La",5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8015,"Radiation Specialists incl. X-Ray, Infra-Red",5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8016,Dentists,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8017,Registered Nurses,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8018,Physiotherapists,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8019,Anesthetists,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8021,Chiropractors,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8022,Optometrists,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8023,Opticians,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8024,Osteopaths,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8025,Chiropodists,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8026,Dermatologists,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
NAICS,92,Public Administration,11,Government Services,1/1/2019,12/31/2099
NAICS,111,Crop Production,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,112,Animal Production,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,113,Forestry and Logging,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,114,"Fishing, Hunting and Trapping",26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,115,Support Activities for Agriculture and Forestry,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NAICS,211,Oil and Gas Extraction,35,Severe Manu/Petroleum,1/1/2019,12/31/2099
NAICS,212,Mining (except Oil and Gas),34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,213,Support Activities for Mining,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,221,Utilities,10,Emergency Services,1/1/2019,12/31/2099
NAICS,233,"Building, Developing, and General Contracting",22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,234,Heavy Construction,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,235,Special Trade Contractors,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,236,Construction of Buildings,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,237,Heavy and Civil Engineering Construction,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,238,Specialty Trade Contractors,22,Buildings Under Construction,1/1/2019,12/31/2099
NAICS,311,Food Manufacturing,27,Food Processing - Other,1/1/2019,12/31/2099
NAICS,312,Beverage and Tobacco Product Manufacturing,27,Food Processing - Other,1/1/2019,12/31/2099
NAICS,313,Textile Mills,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,314,Textile Product Mills,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,315,Apparel Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,316,Leather and Allied Product Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,321,Wood Product Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,322,Paper Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,323,Printing and Related Support Activities,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,324,Petroleum and Coal Products Manufacturing,35,Severe Manu/Petroleum,1/1/2019,12/31/2099
NAICS,325,Chemical Manufacturing,30,Chemical Manufacturing,1/1/2019,12/31/2099
NAICS,326,Plastics and Rubber Products Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,327,Nonmetallic Mineral Product Manufacturing,29,General Indu/Metal Manufacturing,1/1/2019,12/31/2099
NAICS,331,Primary Metal Manufacturing,29,General Indu/Metal Manufacturing,1/1/2019,12/31/2099
NAICS,332,Fabricated Metal Product Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333,Machinery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334,Computer and Electronic Product Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335,"Electrical Equipment, Appliance, and Component Manufacturing",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,336,Transportation Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,337,Furniture and Related Product Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339,Miscellaneous Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,421,"Wholesale Trade, Durable Goods",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,422,"Wholesale Trade, Nondurable Goods",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423,"Merchant Wholesalers, Durable Goods",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,424,"Merchant Wholesalers, Nondurable Goods",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,425,Wholesale Electronic Markets and Agents and Brokers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,441,Motor Vehicle and Parts Dealers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,442,Furniture and Home Furnishings Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,443,Electronics and Appliance Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,444,Building Material and Garden Equipment and Supplies Dealers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,445,Food and Beverage Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,446,Health and Personal Care Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,447,Gasoline Stations,17,Gasoline Stations,1/1/2019,12/31/2099
NAICS,448,Clothing and Clothing Accessories Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,451,"Sporting Goods, Hobby, Book, and Music Stores",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,452,General Merchandise Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,453,Miscellaneous Store Retailers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,454,Nonstore Retailers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,481,Air Transportation,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NAICS,482,Rail Transportation,39,All (excluding HPR),1/1/2019,12/31/2099
NAICS,483,Water Transportation,39,All (excluding HPR),1/1/2019,12/31/2099
NAICS,484,Truck Transportation,39,All (excluding HPR),1/1/2019,12/31/2099
NAICS,485,Transit and Ground Passenger Transportation,39,All (excluding HPR),1/1/2019,12/31/2099
IBC,7021,Hotels--Seasonal--Licensed,7,Hotels and Motels - Other,1/1/2019,12/31/2099
IBC,7022,Hotels--Seasonal--Not licensed,7,Hotels and Motels - Other,1/1/2019,12/31/2099
IBC,7031,"Boarding, Rooming Houses incl. Fraternity or Soror",4,Group Institutional Housing,1/1/2019,12/31/2099
IBC,7032,"Mission, Settlement Houses",7,Hotels and Motels - Other,1/1/2019,12/31/2099
IBC,7041,"Summer Camps, Dude Ranches, Resort Property",7,Hotels and Motels - Other,1/1/2019,12/31/2099
IBC,7042,Campgrounds incl. Trailer Parks,7,Hotels and Motels - Other,1/1/2019,12/31/2099
IBC,7043,Resort Property--Other,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7044,Mobile Home Parks--Not Transient or Recreational.,1,Apartment/Condo under 10 units,1/1/2019,12/31/2099
IBC,7051,"Motels, Tourist Courts--Year Round--Restaurant, Sn",7,Hotels and Motels - Other,1/1/2019,12/31/2099
IBC,7052,"Motels, Tourist Courts--Year Round--Restaurant, Sn",7,Hotels and Motels - Other,1/1/2019,12/31/2099
IBC,7053,"Motels, Tourist Courts--Year Round--No Food or Alc",7,Hotels and Motels - Other,1/1/2019,12/31/2099
IBC,7054,Bed & Breakfast Tourist Homes,7,Hotels and Motels - Other,1/1/2019,12/31/2099
IBC,7061,"Motels, Tourist Courts--Seasonal--Restaurant, Snac",7,Hotels and Motels - Other,1/1/2019,12/31/2099
IBC,7062,"Motels Tourist Courts-Seasonal--Restaurant, Snack",7,Hotels and Motels - Other,1/1/2019,12/31/2099
IBC,7063,"Motels, Tourist Courts--Seasonal--No Food or Alcoh",7,Hotels and Motels - Other,1/1/2019,12/31/2099
IBC,7210,"Laundromats, Drycleaning--Self Service",21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7220,"Laundries, Drycleaners, Dyers--Other than self ser",21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7221,"Laundries, Drycleaners Receiving Depot Only",21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7222,"Laundries, Drycleaners Stores",21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7261,"Cemeteries, Mausoleums",21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7262,Crematory Operations,21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7263,Cemetery Pre-Paid Funds,21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7291,"Funeral Homes, Morticians, Undertakers",21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7292,Photographers Studios,21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7293,"Photography--other excl. Aerial, Motion Picture",8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,7294,Photography--Aerial,14,Offices and Banks,1/1/2019,12/31/2099
IBC,7295,"Photography--Developing, Printing Services",14,Offices and Banks,1/1/2019,12/31/2099
IBC,7296,"Barber Shops, Mens Hairstyling",21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7297,Beauty parlors,21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7298,Travel Agencies,21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7299,Driving Schools,21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,7301,Restaurants--Cooker--Hood Cleaning,9,Restaurants and Bars,1/1/2019,12/31/2099
IBC,7311,Advertising Sign--Company Operations,14,Offices and Banks,1/1/2019,12/31/2099
IBC,7312,Advertising Agencies,14,Offices and Banks,1/1/2019,12/31/2099
IBC,7313,"Public Relations, Graphic Design Firms",14,Offices and Banks,1/1/2019,12/31/2099
IBC,7320,Collection Agencies,14,Offices and Banks,1/1/2019,12/31/2099
IBC,7321,Chimney Sweep,21,Personal and Repair Services,1/1/2019,12/31/2099
IBC,8027,Hearing Aid Services,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8028,Vibrator Machine Operators,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8029,Masseurs,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8061,Hospitals,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8062,Clinics--Not doctors or Dentists Offices,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8063,"X-Ray, Infra-Red, Diathermy or Quartz Lamp Machine",5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8064,Radioisotope Exposure,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8065,Residences--Nurses and or Hospital Staff,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8066,Abortion Facilities(Outpatient),5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8071,"Sanitaria, Rehabilitation centers",4,Group Institutional Housing,1/1/2019,12/31/2099
IBC,8072,"Convalescent Homes, Nursing Homes, Rest Homes",4,Group Institutional Housing,1/1/2019,12/31/2099
IBC,8073,Senior citizen Care Facilities,4,Group Institutional Housing,1/1/2019,12/31/2099
IBC,8074,Mental Health care Facilities,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8075,Sanitaria,4,Group Institutional Housing,1/1/2019,12/31/2099
IBC,8080,Other Health/Medical Services--N.O.C.,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8081,Medical Laboratories--Analyzing,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8082,Medical Laboratories--Research,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8083,"Dental laboratories, Denturists",5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8084,"Health, Disability Assoc; Societies (Red Cross, Ca",5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8085,"Social, Consulting & Counseling Services",5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
IBC,8111,"Lawyers, Barristers, Solicitors",14,Offices and Banks,1/1/2019,12/31/2099
IBC,8112,"Notaries (Quebec), Public Notaries",14,Offices and Banks,1/1/2019,12/31/2099
IBC,8291,Libraries,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,8292,"Museums, Public Art Galleries",8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,8293,Zoos,8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,8301,"Day Care, Nursery, Kindergarten",13,Schools,1/1/2019,12/31/2099
IBC,8302,Public Primary Schools,13,Schools,1/1/2019,12/31/2099
IBC,8303,Public Secondary Schools incl. Junior High,13,Schools,1/1/2019,12/31/2099
IBC,8304,"Private Schools--Primary, Secondary Levels",13,Schools,1/1/2019,12/31/2099
IBC,8310,"Universities, Community Colleges, and Polytechnics",13,Schools,1/1/2019,12/31/2099
IBC,8320,"Schools--N.O.C. incl. Trade Schools, Business Coll",13,Schools,1/1/2019,12/31/2099
IBC,8322,"Dance, Gymnastic, Martial Arts, Music Schools",13,Schools,1/1/2019,12/31/2099
IBC,8323,"Schools N.O.C., Business Colleges",13,Schools,1/1/2019,12/31/2099
IBC,8324,Trade Schools or Vocational Schools,13,Schools,1/1/2019,12/31/2099
IBC,8620,Professional and Business Associations,12,Churches,1/1/2019,12/31/2099
IBC,8630,Labor Unions,12,Churches,1/1/2019,12/31/2099
IBC,8641,"Boy Scouts, Girl Guides, similar groups",12,Churches,1/1/2019,12/31/2099
IBC,8642,"Y.M.C.A., Y.W.C.A., Y.M.H.A., Y.W.H.A.",12,Churches,1/1/2019,12/31/2099
IBC,8643,Community Centers,12,Churches,1/1/2019,12/31/2099
IBC,8644,"Civic, Community, Special Interest (Non-Medical) A",12,Churches,1/1/2019,12/31/2099
IBC,8650,"Service Clubs, Fraternal Orders--Insurance, Benefi",12,Churches,1/1/2019,12/31/2099
IBC,8660,"Service Clubs, Fraternal Orders--No Insurance, Ben",12,Churches,1/1/2019,12/31/2099
IBC,8661,Snowmobile Club,12,Churches,1/1/2019,12/31/2099
IBC,8671,"Churches, Synagogues, Temples",12,Churches,1/1/2019,12/31/2099
IBC,8672,"Convents, Monasteries",12,Churches,1/1/2019,12/31/2099
IBC,8673,Fund Raising Activities Operated by charitable or,12,Churches,1/1/2019,12/31/2099
IBC,8910,Scientific Services--Other incl. Non-Medical Labor,14,Offices and Banks,1/1/2019,12/31/2099
IBC,8911,Marine Appraiser,14,Offices and Banks,1/1/2019,12/31/2099
IBC,8912,Surveyor,14,Offices and Banks,1/1/2019,12/31/2099
IBC,8913,"Boiler, Elevator Inspection",14,Offices and Banks,1/1/2019,12/31/2099
IBC,8914,Geophysical Services incl. Soil Testing,14,Offices and Banks,1/1/2019,12/31/2099
IBC,8915,Architects,14,Offices and Banks,1/1/2019,12/31/2099
IBC,8916,Engineers,14,Offices and Banks,1/1/2019,12/31/2099
IBC,8917,Mercantile/manufacturing Inspection for Insurance,14,Offices and Banks,1/1/2019,12/31/2099
IBC,8918,Computer Software Developers,14,Offices and Banks,1/1/2019,12/31/2099
IBC,8940,Municipal-- N.O.C.,11,Government Services,1/1/2019,12/31/2099
IBC,8941,Municipal--Police Dept.,11,Government Services,1/1/2019,12/31/2099
IBC,8942,Municipal--Fire Dept. --Paid,10,Emergency Services,1/1/2019,12/31/2099
IBC,8943,Municipal--Volunteer,11,Government Services,1/1/2019,12/31/2099
IBC,8944,"Municipal--Parks, Botanical Gardens",11,Government Services,1/1/2019,12/31/2099
IBC,8945,Municipal--Road Maintenance,39,All (excluding HPR),1/1/2019,12/31/2099
IBC,8946,"Municipal--Tax Collectors, Secretary/Treasurers in",11,Government Services,1/1/2019,12/31/2099
IBC,8947,Municipal--Other Public Officials,11,Government Services,1/1/2019,12/31/2099
IBC,5591,Marine Supplies--Ship Chandlers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5592,Aircraft Supplies,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5680,Furriers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5691,"Boots, Shoes",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5692,"Accessories (Belts, Scarves, etc.)",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5693,Family Clothing,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5694,Womens Wear,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5695,Mens Wear,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5711,"Antiques, Bric-A-Brac, art Galleries, incl. Framin",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5712,"Carpet, Rugs, Draperies, Curtains, Linen, Linoleum",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5713,"Furniture, Heavy Appliances, Lamps, Lighting Fixtu",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5714,"Electronic Equipment (Computers, Home Entertainmen",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5715,"Audio, Video Sales, Rentals (Records &Tapes)--Stor",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5716,"Carpet Rugs, Draperies, curtains, Linen, Linoleum",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5717,"Furniture, Heavy Appliances, Lamps, Lighting Fixtu",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5718,"Electronic Equipment (Computers, Home Entertainmen",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
IBC,5811,Restaurants--Not Licensed,9,Restaurants and Bars,1/1/2019,12/31/2099
IBC,5812,"Restaurants--Licensed, No Live Entertainment, No D",9,Restaurants and Bars,1/1/2019,12/31/2099
IBC,5813,"Refreshment Stands, Drive-in Restaurants",9,Restaurants and Bars,1/1/2019,12/31/2099
IBC,5814,Take Out Meal Service,9,Restaurants and Bars,1/1/2019,12/31/2099
IBC,5821,"Licensed Establishments--Not in Hotel, Inn, Resort",8,Entertainment and Recreation,1/1/2019,12/31/2099
IBC,5822,"Licensed Establishments--Not in Hotel, Inn, Resort",8,Entertainment and Recreation,1/1/2019,12/31/2099
